Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
IDA blend,IDB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.418324,2067.655802,2129.48374,2122.463684,2135.126095,2175.416999,2254.578448,2276.871885,2305.206808,2334.168902,2413.577789,2505.068857,2639.401084,2764.704255,2985.844722,3201.37239,3415.528331,3614.051473,3740.394337,3881.466127,4032.706031,4193.347526,4325.563279,4510.519794,4717.193335,4800.840982,4832.992817,4912.504905,5139.922917,5272.69117,5165.308539,5570.305395,6087.55498
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3069.98304,3330.325083,3566.031188,3823.257811,4130.580196,4489.873211,4850.37751,5083.757931,4396.787351,4427.113458,4681.91945,4892.352515,5121.33454,5399.32871,5749.521451,6188.855532,6643.880722,7161.810728,7638.009575,7941.166333,8430.615417,9022.72138,9645.149197,10009.0107,10233.98527,10219.17641,10482.699,10941.92095,11671.43233,12360.69174,12160.71676,13086.39242,14657.78234
IDA only,IDX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036.737946,1065.665952,1074.775362,1098.010874,1104.329065,1156.065179,1205.779062,1266.472001,1302.031987,1344.640503,1404.166006,1463.213642,1506.099739,1574.695016,1673.292737,1793.555218,1925.220907,2057.845165,2176.015619,2235.404491,2355.631363,2454.725412,2535.021961,2672.886936,2836.75921,2923.307018,3061.706503,3187.707069,3352.455053,3507.1719,3465.131245,3665.269681,4007.488788
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1204.242059,1231.955439,1301.824124,1367.697536,1460.115434,1572.021447,1688.386407,1753.085925,1847.256696,2001.634107,2087.224776,2197.109404,2275.441506,2459.953916,2680.898081,2936.560443,3221.697778,3510.388774,3636.060371,3892.530031,4215.580828,4467.466655,4827.945973,5016.928746,5187.255759,5412.336239,5778.269614,6112.06665,6590.882301,6897.770037,6517.761387,7367.994665,8400.382848
Not classified,INX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13743.54212,14399.45419,15116.50987,15812.26333,17012.29566,18945.06141,20481.11707,22636.21592,25093.0949,27041.34742,30211.48222,32573.5306,35222.02872,36284.92798,38733.58417,40466.23435,44229.52458,46779.39635,44169.09434,41471.4941,43208.24453,45116.98841,46283.72897,47797.14967,51238.80033,69214.422,71410.36927,78168.96774,84918.33838,89628.83581,94550.66625,108516.9876,126837.3117
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7592.106748,8511.718708,8783.611487,8802.69605,8804.049607,9081.989888,9707.284315,9866.725255,10027.88868,10209.83708,10871.13341,11188.9895,12162.41857,13349.50528,14073.07565,14738.15224,15707.85852,17196.28961,17330.67303,17379.40321,18348.51527,18981.2308,16757.19207,15939.68053,15704.91642,13828.43857,14661.83944,15163.29231,15044.36914,14681.68732,15240.77291,16557.04618,18261.84846
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681.847706,3530.27692,4486.521678,4535.144368,4570.228538,5001.941276,5977.816033,7896.674287,9112.657586,10538.5354,10622.1277,9590.305474,6008.405549,9194.798484,9359.558954,10120.16251,10680.06189,11555.74417,11597.83401,12098.90311,12825.63742,14279.26515,14517.48261,13005.7538,9198.737829,8920.041235,9976.854942,10235.33636,10736.12226,9343.734411,9695.626465,10865.42008
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23955.55045,24775.7397,26873.01464,28721.78103,29557.54183,29784.83655,31882.1464,32607.10588,32700.89216,35616.40379,37322.73993,39697.76312,41468.67398,43728.11406,41864.61935,39773.26353,40936.86783,42004.44761,44409.66895,45996.96875,49201.0641,53480.39719,55638.49206,57197.76762,59650.82723,54335.87053,58293.97815,69615.50494
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20500.53075,21542.62771,22183.3346,22828.27867,23319.96677,25688.08234,25740.79456,26044.74349,24648.27091,26056.3453,25625.03904,26336.42822,28175.20726,27994.90107,27903.11705,29298.96195,31161.72418,32322.69352,34740.40169,34740.31091,35864.273,38208.35624,39448.13915,40231.90526,40937.00956,40219.26852,44033.06023,49754.75991
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18638.23171,19551.43204,20150.13584,20439.3522,21320.50437,22395.61368,23058.97684,23875.77913,25021.65968,25602.38947,27077.63273,28039.09289,28736.57711,29198.39927,29554.86256,30130.64446,32451.49348,34145.54606,35523.27131,34603.25586,35156.66839,36598.01497,36486.29679,36314.6971,36194.87392,36899.38521,39926.95466,41581.12079,43036.24378,45799.77225,43150.11824,47591.86196,52803.99726
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4816.160377,5176.996263,5348.169457,5930.864672,6079.211955,6288.772323,6337.231418,6317.966997,6187.579073,6292.395288,6451.899649,6652.370572,6857.452873,7214.214656,7469.314226,7735.114232,8165.919733,8470.290267,8530.609009,8178.963348,8122.350005,8396.881317,8431.375117,8703.54096,8823.10864,9095.919824,9533.834148,9984.577117,10405.03397,10678.84167,9721.970142,10598.92702,11938.90097
Jordan,JOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4492.037726,4479.531892,4967.408994,5041.029811,5148.940007,5357.436777,5387.537911,5512.266673,5610.955786,5756.493028,6008.923974,6333.894482,6659.910168,6915.90387,7520.004934,8171.836442,8510.710973,8874.170313,9464.339703,9785.721106,9912.172408,10133.77152,10308.04395,10320.79788,9457.596728,9237.718184,9056.909866,9629.102997,9814.924305,9939.036937,9748.100465,10350.48798,11209.89768
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19912.51661,21227.67505,21825.79882,22168.56029,22823.44171,23859.06605,25000.53392,25620.0681,25509.8996,25735.97109,27287.27019,27942.34665,28623.58845,29392.24899,30830.65845,32169.86749,33634.63171,35015.98657,35273.79115,33547.28342,35335.37351,36214.43977,37605.97426,39402.0251,39555.41201,40898.80697,40596.96866,41444.21574,42141.9353,42270.96279,41683.91558,42833.85133,45583.84697
Kazakhstan,KAZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8261.674223,7553.627384,7321.9169,6830.161598,6185.742922,5918.374353,6149.413066,6462.952863,6523.298279,6859.037588,7725.002523,8980.674385,10014.05069,11123.89013,12432.36623,13941.50088,15742.06403,17406.16112,17985.38574,17958.31266,19227.1844,20779.44425,22032.17454,24504.76609,24726.47287,23224.11784,23818.82483,24862.96612,26158.44577,27469.4151,26782.10018,28811.87883,30820.08578
Kenya,KEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.987304,1735.54908,1708.237557,1704.030501,1735.530459,1798.747623,1856.701691,1847.609122,1878.673128,1895.228033,1893.76402,1949.66935,1931.39493,1967.994184,2061.41531,2185.602662,2328.560704,2480.651588,2459.727742,2482.750986,2639.634774,2758.24151,2870.680261,3147.949284,3421.245961,3763.763686,4025.841747,4312.908917,4572.149937,4796.354095,4749.276967,5236.612163,5765.819497
Kyrgyz Republic,KGZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2543.528925,2381.392659,2074.544389,1794.888824,1465.531849,1401.051231,1505.332932,1658.752561,1686.936746,1747.092619,1861.621661,1985.930219,1998.107104,2158.041983,2343.15794,2385.338014,2508.128874,2769.433362,3030.752903,3100.556976,3085.990191,3297.366837,3618.149726,4042.893053,4281.824074,4214.829509,4681.174733,5046.691535,5256.555894,5481.38014,5059.001385,5418.074951,5988.60618
Cambodia,KHM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.755626,704.571879,770.0840719,810.8944958,839.243575,870.339453,975.5210426,1077.41477,1170.276239,1244.16096,1352.309266,1505.284011,1727.637369,1938.931468,2156.770173,2306.693651,2288.718256,2418.836055,2605.489544,2867.537377,3051.001466,3198.673549,3411.577267,3708.369109,3972.724164,4319.01589,4653.630366,4515.709506,4805.080743,5355.171908
Kiribati,KIR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1207.833907,1224.427427,1242.412746,1263.587075,1293.668005,1301.067549,1325.370067,1346.698493,1425.840384,1399.484532,1494.327548,1477.169517,1525.516783,1554.829981,1539.183515,1633.128285,1650.425876,1697.050456,1661.369986,1653.162893,1623.667104,1657.817006,1747.778217,1824.712697,1811.689674,1980.668736,1960.613473,1970.825881,2088.458928,2046.81068,2003.323401,2215.729789,2365.509923
St. Kitts and Nevis,KNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8937.572394,9088.54968,9607.660286,10365.76048,11001.36302,11683.96551,12433.2349,13337.70813,13247.98914,13683.19381,15183.0774,16154.19613,16530.41955,16135.38047,17175.53803,19377.89555,20539.63271,21157.7732,23902.37003,23178.76256,23409.71618,24191.56901,23159.65436,24317.38062,26463.25973,26570.79361,27932.00137,29317.59347,30654.11171,32500.97176,28172.68158,29198.02944,33981.8396
"Korea, Rep.",KOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8355.332774,9474.642596,10184.85566,11030.71195,12187.25497,13502.58274,14694.09624,15721.70566,14974.65957,16807.12948,18538.83553,19724.42595,21396.83775,22095.87083,23773.82865,25186.86757,26884.26733,29064.91808,29946.07749,29508.38151,31736.62844,32546.75365,33557.12872,34244.31214,35324.49767,37902.4004,39575.45428,40957.41806,43044.29176,43410.3022,44694.7337,47068.5364,50330.53816
Kuwait,KWT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36475.01922,49032.71845,54719.50599,58081.50834,57822.70257,58284.82061,59149.12125,57093.332,59312.09372,59045.26976,60092.76112,70043.63501,77375.44305,85033.20517,89139.78191,91484.73035,90355.24368,80128.44922,75193.7119,78780.72849,81564.6333,75486.71538,68766.26849,46346.70359,43678.51632,50007.29954,50119.62476,49321.47237,46382.89974,50295.28254,58349.21141
Latin America & Caribbean (excluding high income),LAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6183.826513,6468.182556,6653.191089,6861.558498,7247.438499,7336.308017,7622.411542,8006.974553,8189.657608,8199.447967,8560.819449,8665.935677,8750.056446,9031.200375,9639.438037,10213.59743,11011.51487,11779.50295,12416.86179,12238.82537,13060.65707,13899.5876,14173.42636,14628.52657,14926.84305,14692.42303,14901.04402,15488.00376,15921.47122,16104.86133,15127.74095,16600.60823,18391.50337
Lao PDR,LAO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.338259,1060.287519,1113.652827,1175.451058,1265.379442,1349.221494,1435.188177,1527.965343,1576.958876,1686.09558,1793.783279,1908.464249,2021.288797,2154.35086,2320.560669,2526.295551,2784.178246,3028.391352,3276.725191,3491.586041,3778.153906,4106.342233,4793.832899,5241.846002,5828.375007,6126.440613,6798.360308,7211.259089,7727.752551,8172.577923,8198.836473,8658.809039,9387.374412
Lebanon,LBN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991.289142,4529.528951,5280.99245,5873.100431,6369.050518,6796.963156,7560.120503,7632.920541,7865.381474,7801.31174,7952.956237,8312.480848,8618.182587,8954.791525,9659.287463,10079.38341,10379.65849,11435.26843,12508.68577,13698.93403,14835.37258,15125.82295,15840.89578,15584.62399,14985.5237,15379.59978,16588.08663,17808.07689,18368.79812,17913.88484,14563.77053,14330.51563,
Liberia,LBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,976.243155,997.6095409,1024.164077,723.7371555,753.5311008,782.1647036,823.4873833,881.1619143,923.7983727,948.6200975,989.4691765,1050.725084,1149.993616,1331.334534,1367.668463,1272.596565,1393.543985,1533.411238,1558.316835,1517.372933,1461.341447,1570.47438,
Libya,LBY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20391.95156,21215.23016,20821.52394,20441.85823,22974.88456,24016.25062,26995.69396,28965.95709,30960.40712,30839.5002,29056.50614,30257.01128,16091.43599,29393.27694,24136.07055,20809.59303,22163.1408,21871.7681,24212.91093,26352.83312,23491.20006,16495.99022,22371.38078,23382.73241
St. Lucia,LCA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6733.155008,6891.741409,7497.555574,7607.036342,7790.604276,7998.089919,8294.311088,8298.735031,8840.040305,9122.545528,9260.97146,9084.575634,9195.585891,9702.130324,10609.03588,10821.24957,11769.09937,12214.73411,12983.14766,12613.5252,12713.80972,13444.3468,13288.76975,13725.18512,13989.28192,13815.4998,14584.52694,15247.46303,15998.35503,16116.5083,12303.7969,14395.67763,17835.69754
Latin America & Caribbean,LCN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6281.655281,6606.893444,6837.166095,7052.435718,7411.781846,7544.534146,7831.119405,8243.21658,8430.739478,8417.716639,8789.80985,8931.564286,8968.909356,9208.755293,9904.786279,10530.66065,11426.50516,12241.63868,12862.95152,12654.15322,13443.82036,14316.41414,14629.6582,15105.74656,15420.55651,15209.45899,15451.24284,16075.07413,16560.23869,16787.2093,15792.77837,17388.51177,19269.50596
Least developed countries: UN classification,LDC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.5005192,977.3351669,986.2040255,989.0128926,994.5300944,1047.966977,1099.79461,1153.287498,1184.420345,1223.451743,1277.373281,1344.1741,1396.242927,1462.675274,1560.691939,1688.905027,1820.518972,1962.963091,2082.342529,2138.485637,2246.633734,2324.115561,2382.205335,2503.783822,2658.285002,2714.318345,2835.92069,2952.768696,3098.677536,3244.075329,3208.853747,3363.456401,3695.301478
Low income,LIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.9281388,788.572657,782.0701865,788.7676566,792.4865044,827.1885448,864.0911588,916.0677018,933.5152442,953.0620476,982.337356,1031.899807,1058.150088,1099.924128,1164.150879,1244.475556,1322.694912,1403.596304,1469.100513,1491.37799,1570.697512,1578.010603,1493.482156,1561.232296,1691.097577,1755.04652,1851.240787,1894.375536,1957.326424,2021.629474,2005.117314,2078.169645,2255.912834
Liechtenstein,LIE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2402.109356,2565.883082,2707.515492,2929.505901,3126.964963,3337.400115,3499.744707,3762.135642,3959.264322,4163.142899,4487.442413,4483.270409,4686.491566,5012.386524,5375.052599,5834.70903,6411.820695,6959.844283,7438.70424,7676.830282,8316.305196,9140.504317,10319.39616,10952.89285,11452.47372,11998.20251,12921.05497,13544.51899,14083.68639,14217.46866,13664.22665,14621.51634,14410.18802
Lower middle income,LMC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970.333725,2028.254611,2078.614504,2094.137538,2124.065362,2211.080945,2330.241192,2400.385506,2481.025738,2595.435245,2721.657584,2848.480355,2978.463027,3183.262503,3432.380956,3698.416596,4001.897317,4327.555811,4504.279679,4666.610417,4954.639214,5202.558972,5468.414768,5658.661586,5809.814112,5912.126073,6181.231562,6475.185461,6865.832707,7143.005575,6907.449465,7575.392673,8430.469072
Low & middle income,LMY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2532.059539,2625.006895,2692.010169,2784.433499,2878.552167,3011.789757,3181.97843,3339.375778,3365.510821,3495.372933,3729.003694,3904.136972,4093.532144,4367.007365,4760.286796,5197.400146,5763.302147,6339.418198,6807.414204,7000.947836,7528.070654,8065.176206,8517.248426,8894.604592,9150.582489,9208.679922,9507.865597,9959.04824,10574.83185,11032.15442,10853.52226,11978.56585,13239.67049
Lesotho,LSO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.5308456,835.6979568,899.9376394,939.9627018,1004.043572,1046.001852,1112.678587,1163.383701,1186.711202,1203.946539,1276.131851,1350.787209,1383.1108,1478.051998,1549.35851,1659.985733,1784.172668,1902.694888,2034.450882,2007.576085,2124.410221,2252.036207,2264.28358,2506.947115,2734.859861,2990.867293,2918.240216,2571.074027,2561.565797,2538.569643,2349.897609,2470.979775,2646.175924
Late-demographic dividend,LTE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2881.82398,2976.726551,3037.250089,3215.686926,3403.335626,3636.262336,3858.236437,4091.876942,4203.31797,4413.000806,4796.616503,5121.156631,5494.507493,5975.558596,6595.886421,7304.919588,8316.101631,9350.818595,10290.28373,10675.11356,11609.74248,12682.27379,13521.31232,14237.72168,14722.01592,14749.49592,15205.312,16041.61981,17287.65587,18337.642,18507.19511,20657.84629,22823.44305
Lithuania,LTU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5930.848008,6385.708017,7069.684267,7762.915705,7820.701013,8447.021187,9437.514839,10480.6961,12068.24169,13030.51777,14510.59678,16481.41278,19096.7123,20721.0132,18117.65662,20096.64685,22884.92623,24703.68582,26721.57967,28184.47233,28834.42768,30925.17085,33761.87124,36376.52788,39992.56922,40211.83727,44049.96906,48860.67934
Luxembourg,LUX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29950.39254,33192.11361,34110.15526,35900.30468,37553.02456,38347.10756,39721.35336,42485.50628,44268.50803,49844.67696,55127.92618,56136.00636,58575.67927,60199.53877,64692.93712,68787.85475,78873.38131,85120.68792,90970.7212,86876.71964,90357.09752,94475.03023,96636.42664,100925.012,105296.2846,107859.686,113365.1761,114985.8422,116498.5121,119652.805,119534.6209,131630.7744,140616.4491
Latvia,LVA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5517.944577,5809.057899,6487.598836,7068.535399,7405.827073,8040.575903,9045.954116,10081.19186,11061.46914,12278.73858,13913.85175,15857.01253,18238.60776,19573.15539,17024.63697,17706.78544,19248.53524,21290.45959,22639.06834,23815.80006,24972.78609,26721.7262,28673.5634,30877.04193,32814.26435,32817.44018,34769.63845,39825.26342
"Macao SAR, China",MAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26719.80643,27673.19712,31208.5045,32868.70429,34272.16553,35427.52169,35244.76271,35109.59892,33309.33293,32459.58057,34584.17859,35786.05135,38654.18102,42781.18966,54107.9225,58695.53874,66798.00847,76482.42554,78504.58031,77954.2318,96181.94576,116537.5378,129705.1215,149421.5927,149325.1718,113813.739,112351.2772,122838.3828,131302.8263,127747.2191,57992.21334,73734.08161,61230.96247
St. Martin (French part),MAF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2754.775635,3002.130859,2957.022705,2957.149658,3289.469971,3128.861572,3526.248535,3478.62915,3717.62793,3780.349854,3912.095703,4251.728027,4420.754883,4726.597656,5010.852051,5261.407715,5768.400391,6047.793457,6429.329102,6625.4375,6847.389648,7275.17041,7280.837891,7483.098145,7149.036133,7669.945313,7693.057129,7921.619141,8266.143555,8566.116211,7969.436035,8900.478516,9547.664063
Monaco,MCO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3145.67149,3021.052467,3135.339358,2964.397328,2909.481652,3044.295219,3310.161637,3632.370267,3959.661395,4377.654503,4865.373781,5270.871478,5588.652678,6151.813552,5827.122121,6322.158233,6832.941565,7277.256327,8283.882208,8724.06965,9312.734586,10487.63855,11464.01815,12434.64847,13318.80593,12512.60037,15121.72433,15719.23249
Madagascar,MDG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1182.673482,1111.650649,1115.95467,1130.852967,1118.768084,1125.140063,1133.773703,1158.58193,1179.832198,1214.463598,1258.486875,1323.539672,1143.025798,1242.643909,1304.338315,1368.618453,1444.122595,1522.628123,1608.48065,1509.961524,1494.130237,1506.468,1489.631498,1494.685371,1515.5983,1508.442706,1568.389357,1548.156425,1594.761492,1652.713347,1516.654232,1635.740148,1774.656304
Maldives,MDV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6190.523256,6654.104367,7195.506026,7685.973876,8147.235792,8517.606398,8225.776094,8809.1074,10048.22831,10740.70041,9677.85249,12041.91876,12811.30876,13732.91666,12251.45343,12786.87317,13684.59928,13954.27586,15236.10146,16600.77905,17598.57594,18354.19339,19221.967,20634.01093,21878.22112,14582.86654,20698.4259,25124.60945
Middle East & North Africa,MEA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7718.983682,8447.914638,8790.913909,8952.273448,9119.465852,9339.556195,9774.829614,10072.38392,10451.104,10597.04035,11335.3252,11539.62748,11706.40759,12261.50827,13336.67373,14086.73657,14963.49498,15783.93491,16382.65561,16206.50001,16842.12437,17504.09352,18012.61092,17858.52026,17542.52926,15868.11797,15659.0388,16391.51003,16821.17437,16987.92813,16424.16428,17675.29111,19756.99043
Mexico,MEX,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8713.29302,9217.277598,9608.893505,9268.272654,9655.638782,9127.485409,9709.861782,10318.31912,10921.64683,11119.93564,11746.38263,11821.82402,11835.49293,12135.46432,12735.58743,13306.65639,14539.51639,15091.5853,15779.19037,15443.20162,16162.89621,17432.1475,18170.02464,18333.37438,18983.77899,19217.85879,20225.71024,20582.25237,21015.92576,20801.25872,19035.38212,20189.34398,22298.21371
Marshall Islands,MHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.331702,2043.768706,2194.741345,2336.503284,2481.240297,2694.727058,2421.42131,2268.318681,2240.562442,2215.695287,2280.057047,2481.919911,2610.925877,2619.57733,2730.187092,2871.223413,2973.376597,3167.991979,2994.17342,3137.807836,3359.576293,3450.782018,3520.361064,3772.830863,3869.187154,4071.465555,4294.40396,4649.23115,5161.477884,5961.747684,6045.39308,6594.299535,7092.027364
Middle income,MIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662.075336,2761.444206,2835.484157,2936.457066,3039.304174,3182.314709,3365.374842,3533.746884,3563.174983,3704.659252,3957.645732,4146.453266,4353.730588,4651.858962,5078.693743,5553.034715,6169.694571,6799.027167,7312.767257,7531.235005,8110.86163,8709.659286,9224.695264,9642.908883,9922.842135,9991.785926,10325.33908,10833.21692,11523.83267,12042.29101,11864.54539,13128.76616,14540.97322
North Macedonia,MKD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5398.604132,5256.024199,5069.324371,4852.678559,4904.617908,4947.884576,5071.955409,5226.785254,5448.324692,5724.447332,6152.640084,6050.867161,6395.226348,6595.776842,7172.06358,7848.882967,8688.95708,9351.901677,10521.85123,11010.56607,11360.89355,11689.8907,11915.56596,12727.27238,13434.84875,13888.30114,15137.8236,15706.53957,16796.44802,18007.12062,17433.66848,18934.02298,20328.85269
Mali,MLI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.8742799,859.4892712,833.7303478,862.4175089,894.8059508,902.5330108,963.4330084,1004.82177,1066.189184,1111.812476,1103.743264,1263.397245,1282.120839,1381.625913,1394.539676,1482.437505,1547.418173,1591.33496,1644.359014,1678.881691,1732.130848,1766.843104,1706.679102,1753.879778,1847.910072,1957.003495,2103.008648,2153.845638,2238.118108,2313.159094,2242.791702,2340.019199,2518.947283
